Car Name,Kilometers,Fuel,Transmission,Registration,EMI,Final Price,Location
2015 Maruti Swift,87121,Diesel,Manual,UK-08,₹3.50L₹3.20 lakh,Account , Nidhaoli Nidholi Kalan
2017 Renault Kwid,61347,Petrol,Manual,UP-14,"EMI ₹9,179/m*",Account , Purva Thana Achalda Uttar Pradesh
2019 Ford FREESTYLE,55165,Diesel,Manual,HR-11,₹2.27L₹1.95 lakh,Account , Lalpura Etawah Uttar Pradesh
2015 Hyundai Eon,43518,Petrol,Manual,CH-01,"EMI ₹16,780/m*",Account , Azamabad araon Azamabad Araon
2022 Maruti Swift,66173,Petrol,Manual,HR-05,₹9.80 lakh,Account , Naini Prayagraj
2019 Tata NEXON,43084,Petrol,Manual,HR-75,"EMI ₹8,332/m*",Account , Bhat Nagar Mainpuri
2019 Maruti Swift,58358,CNG,Manual,HR-05,₹1.77 lakh,Account , Agrawal Mohalla Mainpuri
2015 Maruti Wagon R 1.0,65974,CNG,Manual,HR-51,"EMI ₹10,010/m*",Account , Power House Colony Mainpuri
2022 Tata PUNCH,23927,Petrol,Manual,UP-15,₹4.70L₹4.50 lakh,Account , Gandhi Nagar Etawah Uttar Pradesh
2015 Honda Amaze,40807,Petrol,Manual,UP-15,"EMI ₹6,178/m*",Account , Agrawal Mohalla Mainpuri
2021 Renault Kwid,44709,Petrol,Manual,UP-17,₹3.70L₹3.50 lakh,Account , Ganj Dundwara Kasganj Uttar Pradesh
2017 Maruti Wagon R 1.0,43479,Petrol,Manual,UP-15,"EMI ₹14,551/m*",Account , Nangla Khairband Farrukhabad
2019 Maruti Swift,57241,Petrol,Manual,UP-16,₹8.50 lakh,Account , H.N. Nagar Etawah
2023 Tata PUNCH,78363,Petrol,Manual,UP-15,"EMI ₹4,148/m*",Account , Judges Colony Mainpuri
2016 Tata Tiago,79222,Petrol,Manual,UP-15,₹2.35 lakh,Account , Agrawal Mohalla Mainpuri
2019 Datsun Redi Go,34061,Petrol,Manual,UP-11,"EMI ₹7,307/m*",Account , Mainpuri Mainpuri Mainpuri
2019 Maruti Swift,30678,Petrol,Manual,HR-26,₹2.20 lakh,Account , 6.6 km away Etawah Narholi Bhidarua
2022 Tata NEXON,48769,Petrol,Manual,UP-80,"EMI ₹3,128/m*",Account , 7.3 km away H.N. Nagar Etawah
2020 Tata Tiago,31395,Petrol,Manual,UP-20,₹1.75L₹1.60 lakh,Account , 8.4 km away Shiva Colony Etawah
2014 Maruti Wagon R 1.0,28763,Petrol,Manual,DL-11,Not available on EMI,Account , 9.9 km away Gandhi Nagar Etawah Uttar Pradesh
2016 Mahindra TUV300,72235,Diesel,Manual,UP-51,₹1.16 lakh,Account , 11.5 km away Lalpura Etawah Uttar Pradesh
2020 Maruti S Cross,85818,Petrol,Manual,UP-57,"EMI ₹5,561/m*",Account , 11.1 km away Karm Ganj Etawah
2015 Toyota Corolla Altis,171677,Petrol,Manual,UP-51,₹2.50 lakh,Account , 40.2 km away Panjabi Colony Mainpuri
2020 Tata ALTROZ,45774,Petrol,Manual,UP-32,"EMI ₹8,675/m*",Account , 60.1 km away Agra - Bah Rd Pinahat Uttar Pradesh
2016 Renault Kwid,50405,Petrol,Manual,UP-85,₹4.15L₹3.90 lakh,₹5.21 lakh, 60.6 km away 00 Pinahat
2022 Tata PUNCH,37561,Petrol,Manual,UP-58,"EMI ₹13,792/m*",₹1.61 lakh, 62.0 km away Vipraoli Agra Division UP
2012 Maruti Wagon R 1.0,38478,CNG,Manual,UP-32,₹6.20 lakh,₹2.35 lakh, 38.1 km away Kushwah Colony Bhind
2012 Maruti Wagon R 1.0,48472,Petrol,Manual,UP-16,"EMI ₹2,948/m*",₹1.90 lakh, 38.9 km away Mahveer Ganj Bhind
2012 Maruti Wagon R 1.0,29121,Petrol,Manual,HR-26,₹1.67 lakh,₹1.87 lakh, 84.3 km away Chohanpiyau Gwalior
2012 Maruti Wagon R 1.0,60870,Petrol,Manual,UP-51,"EMI ₹22,608/m*",₹3.49 lakh, 98.1 km away Ram bati Laya Amara Bharathi College Dhaneli
2012 Maruti Wagon R 1.0,165552,CNG,Manual,UP-32,₹8.75 lakh,₹1.99 lakh, 98.5 km away Air force Chambal gate bhind road gwalior Air force gwalior Gwalior
2012 Maruti Swift Dzire,51530,Petrol,Manual,UP-32,"EMI ₹7,750/m*",₹2.31 lakh, 103.7 km away Idgah Colony Agra Uttar Pradesh
2013 Maruti Swift Dzire,81052,Diesel,Manual,UP-32,₹4.39 lakh,₹2.00 lakh, 109.8 km away teliyan chowk Kasganj
2017 Honda City,60840,Petrol,Manual,BR-28,"EMI ₹14,660/m*",₹3.42 lakh, 111.6 km away Nadari gate Kasganj
2015 Maruti Wagon R 1.0,63547,CNG,Manual,BR-05,₹1.65 lakh,₹4.07 lakh, 125.1 km away Jogiya Hathras
2016 Maruti Swift,62156,Petrol,Manual,BR-07,"EMI ₹15,015/m*",₹7.32 lakh, 128.9 km away Naya Nagla Gohana Bijahari
2012 Maruti Swift Dzire,135444,CNG,Manual,BR-01,₹1.69 lakh,₹3.49 lakh, 10.5 km away Ramganj Etawah
2013 Maruti Swift Dzire,111976,Diesel,Manual,HR-01,"EMI ₹13,416/m*",₹3.15 lakh, 46.2 km away Shastri Nagar Babarpur
2018 Maruti Swift,65266,Diesel,Manual,HR-12,₹7.60 lakh,₹3.30 lakh, 69.4 km away Bidhuli Auraiya
2012 Maruti Wagon R 1.0,76254,Petrol,Manual,GJ-06,Not available on EMI,₹4.84 lakh, 72.7 km away Dharm kanta Sarai Prayag
2012 Maruti Swift Dzire,79364,Petrol,Manual,HR-01,₹2.30 lakh,₹3.81 lakh, 94.2 km away Mohalla Kazi Tola Kannauj
2016 Maruti Alto 800,73569,CNG,Manual,HR-01,Not available on EMI,₹6.41 lakh, Kanpur Uttar Pradesh India
2012 Hyundai i20,100753,Petrol,Manual,PB-70,₹1.45 lakh,₹6.01 lakh, 1 Kalpi Road Fazalganj Shastri Nagar Main road Kanpur Nagar
2018 Renault Kwid,99456,CNG,Manual,PB-13,"EMI ₹7,155/m*",₹7.72 lakh, Near chamunda park and labhedi SweetsKidwai nagar ;�� Kanpur Pin- Phn no 8052932515 Kanpur Nagar
2015 Maruti Swift,132000,Diesel,Manual,CH-01,₹1.52 lakh,₹2.90 lakh, Barra Kanpur Uttar Pradesh
2024 Tata NEXON,40516,CNG,Manual,PB-70,"EMI ₹9,356/m*",₹5.10 lakh, Uttar Pradesh India Kanpur
2012 Maruti Wagon R 1.0,33887,Petrol,Manual,CH-01,₹5.30 lakh,₹2.00 lakh, Jajmau Sub Metro City Kanpur Uttar Pradesh
2023 MG ASTOR,39973,Petrol,Manual,CH-01,Not available on EMI,₹3.30 lakh, H no 5 chanakyapuri shyam nagar Near navdurga mandir Kanpur
2012 Maruti Wagon R 1.0,78154,Petrol,Manual,PB-10,₹1.95 lakh,₹0.64 lakh, Opposite Ghanshyam Das Shivkumar high school Banke Bihari Apartment Kanpur
2012 Maruti Wagon R 1.0,124531,Petrol,Manual,JK-02,"EMI ₹6,355/m*",₹3.07 lakh, Harsh Nagar Kanpur Uttar Pradesh
2015 Renault Kwid,46171,Petrol,Manual,HR-03,₹3.60 lakh,₹3.20 lakh, 143 Murtraza nagar Lucknow
2018 Honda Amaze,86844,Petrol,Manual,HR-80,Not available on EMI,₹1.46 lakh, 620/86 w Tulsi vihar keshav nagar kanpur near jagran institute of managemen t Kanpur Nagar
2019 Tata Tiago,70142,CNG,Manual,CH-01,₹1.61L₹1.50 lakh,₹5.00 lakh, Mirpur Kanpur
2018 Maruti Celerio,91252,CNG,Manual,PB-11,"EMI ₹6,355/m*",₹2.70 lakh, Uttar Pradesh India Kanpur 209304
2013 Maruti Swift Dzire,108834,Petrol,Manual,CH-01,₹3.60 lakh,₹2.20 lakh, India Barra Kanpur kalyanpur
2013 Hyundai Eon,105766,CNG,Manual,HR-26,"EMI ₹7,996/m*",₹5.17 lakh, Panki Kanpur Uttar Pradesh
2013 Hyundai Eon,60001,CNG,Manual,PB-35,₹0.90 lakh,₹3.10 lakh, null Barra2 Kanpur Barra2
2016 Hyundai Grand i10,109787,Petrol,Manual,PB-43,"EMI ₹9,532/m*",₹1.13 lakh, 301 gulmohar garden phase 1 shastri nagar near chain factory Chahoraha202 gulmohar garden phase 1 shastri nagar near chain factory Chahoraha 202 gulmohar garden phase 1 shastri nagar near ch Kanpur Nagar
2020 Maruti Baleno,21961,Petrol,Manual,HR-03,₹5.40 lakh,₹0.97 lakh, Civil Lines Kanpur Uttar Pradesh
2015 Hyundai Grand i10,105391,Petrol,Manual,PB-08,"EMI ₹7,900/m*",₹3.84 lakh, India Near State Bank of India Basant Vihar Branch Basant Vihar
2016 Renault Duster,122433,Diesel,Manual,CH-01,₹3.20L₹3.00 lakh,₹1.54 lakh, Naubasta Kanpur Uttar Pradesh
2015 Hyundai i20 Active,126486,Diesel,Manual,DL-10,"EMI ₹6,779/m*",₹0.84 lakh, King health club sankat mochan varanasi Varanasi
2023 Hyundai VENUE,43035,Diesel,Manual,HR-26,₹1.44 lakh,₹2.88 lakh, Ashok Nagar Varanasi Uttar Pradesh
2017 Renault Kwid,90200,Petrol,Manual,UP-15,"EMI ₹8,826/m*",₹1.60 lakh, Jodhpur Colony Jodhpur Colony Varanasi
2015 Maruti Wagon R 1.0,75785,CNG,Manual,UK-07,₹5.64L₹5.00 lakh+ other charges,Account , Jodhpur Colony Jodhpur Colony Varanasi
2025 Maruti Swift,13651,Petrol,Manual,CH-01,Not available on EMI,Account , Sigra Varanasi Uttar Pradesh
2022 Hyundai Verna,62994,Petrol,Manual,CH-01,₹3.81L₹3.13 lakh+ other charges,Account , Chetganj Varanasi
2020 Maruti Dzire,65502,Petrol,Manual,HR-02,"EMI ₹8,120/m*",Account , Salaiya श्लैया
2021 Hyundai ALCAZAR,71214,Petrol,Manual,CH-01,₹5.33L₹4.60 lakh+ other charges,Account , Raju sabji wala Near Ramesh atta chakki Varanasi
2018 Maruti Swift,82408,Diesel,Manual,HR-26,"EMI ₹2,815/m*",Account , Sarnath Varanasi Uttar Pradesh
2014 Maruti Ertiga,112785,Diesel,Manual,CH-01,₹2.04L₹1.44 lakh+ other charges,Account , null Varanasi Uttar Pradesh
2015 Maruti Celerio,47775,Petrol,Manual,DL-12,"EMI ₹9,542/m*",Account , Sarnath Varanasi
2016 Hyundai Verna,97270,Petrol,Manual,CH-01,₹4.99L₹2.87 lakh+ other charges,Account , Bhagwanpur Varanasi Uttar Pradesh
2012 Maruti Zen Estilo,66799,CNG,Manual,UK-07,"EMI ₹4,661/m*",Account , Near New Water Tank Hostel Chouraha Kansapur Kansapur
2020 Maruti Dzire,87407,Petrol,Manual,PB-39,₹1.88L₹1.77 lakh+ other charges,Account , C103 Mahaveer Heights Mahaveer Heights DLW ROAD Lahartara Shivdaspur Varanasi
2015 Mahindra XUV500,109151,Diesel,Manual,CH-01,"EMI ₹7,284/m*",Account , Mavaiya Varanasi
2013 Renault Duster,92368,Diesel,Manual,PB-11,₹4.37L₹4.13 lakh+ other charges,Account , Uttar Pradesh India Near to ACC cement shop
2014 Maruti Wagon R 1.0,73286,Petrol,Manual,CH-01,"EMI ₹2,991/m*",Account , Kaida Suriyawan
2015 Hyundai i10,26611,Petrol,Manual,HR-26,₹2.39L₹1.53 lakh+ other charges,Account , Maqbool Alam Road Opp Distt. Jail Varanasi
2014 Honda City,98344,Diesel,Manual,PB-35,"EMI ₹7,452/m*",Account , Patarahi Patrahin
2016 Maruti Swift,100403,Petrol,Manual,PB-65,₹3.65L₹3.35 lakh+ other charges,Account , Bhelupur Varanasi Uttar Pradesh
2014 Maruti Swift,148666,Diesel,Manual,PB-30,"EMI ₹7,326/m*",Account , 7.4 km away Nehru Bagh Magarwara
2015 Fiat Linea,206608,Diesel,Manual,CH-01,₹4.25L₹4.15 lakh+ other charges,Account , 10.8 km away Badua kheda Dakary
2019 Maruti Alto K10,29343,Petrol,Manual,HR-01,"EMI ₹7,918/m*",Account , 10.9 km away Kanpur Lucknow Division UP
2017 Tata Zest,94661,Diesel,Manual,PB-08,₹4.40L₹4.05 lakh+ other charges,Account , 14.3 km away Eastern line Asharfabad Road Asharfabad. Jajmau kanpur Kanput Kanpur Nagar
2014 Maruti Wagon R 1.0,84994,Petrol,Manual,PB-65,"EMI ₹10,025/m*",Account , 14.3 km away Kanpur Cantonment Kanpur Uttar Pradesh
2017 Hyundai Elite i20,85249,Petrol,Manual,HR-54,₹2.13 lakh+ other charges,Account , 16.6 km away Mirpur Kanpur
2019 Mahindra Scorpio,850000,Diesel,Manual,PB-11,"EMI ₹8,279/m*",Account , 43.2 km away Sarojini Nagar Lucknow Uttar Pradesh
2023 Tata Harrier,36365,Diesel,Manual,HR-02,₹4.89L₹4.69 lakh+ other charges,Account , 43.4 km away Sarojini Nagar Lucknow Uttar Pradesh
2020 Mahindra XUV300,41553,Petrol,Manual,HR-03,"EMI ₹6,188/m*",Account , 43.6 km away Sarojini Lucknow Uttar Pradesh
2022 Renault TRIBER,89620,Petrol,Manual,PB-06,₹2.40L₹2.35 lakh+ other charges,Account , 44.4 km away Lucknow Uttar Pradesh India
2014 Datsun Go,112669,CNG,Manual,HR-36,"EMI ₹3,881/m*",Account , 66.2 km away Bakshi Ka Talab Mampur Bana
2018 Hyundai Verna,145553,Diesel,Manual,PB-03,₹2.25L₹2.20 lakh+ other charges,Account , 84.3 km away Feroz Gandhi Nagar Feroz Gandhi Nagar Raebareli
2012 Chevrolet Beat,62391,Petrol,Manual,HR-26,"EMI ₹4,985/m*",Account , 84.3 km away Feroz Gandhi Nagar Raebareli Uttar Pradesh
2015 Audi Q3,79835,Diesel,Manual,PB-07,₹2.60L₹2.55 lakh+ other charges,Account , 83.1 km away Nawabganj Barabanki Uttar Pradesh
2013 Ford Ecosport,89740,Diesel,Manual,PB-11,"EMI ₹6,443/m*",Account , 18.6 km away Na Na Kanpur
2021 Toyota Innova Crysta,65368,Diesel,Manual,PB-08,₹3.65 lakh+ other charges,Account , 108.5 km away Purva Thana Achalda Uttar Pradesh
2014 Hyundai Grand i10,53136,Petrol,Manual,PB-65,"EMI ₹2,879/m*",Account , 130.8 km away Nangla Khairband Farrukhabad
2017 Hyundai Grand i10,77736,CNG,Manual,PB-11,₹2.42L₹1.63 lakh+ other charges,Account , 133.5 km away Kalika Muhal Lakhana Uttar Pradesh
2018 Hyundai Grand i10,129866,Petrol,Manual,PB-11,"EMI ₹8,457/m*",Account , 139.5 km away bai pass Bewar
2014 Mahindra Quanto,100248,Diesel,Manual,HR-33,₹5.28L₹4.79 lakh+ other charges,Account , Civil Lines Prayagraj
2022 Tata Harrier,93784,Diesel,Manual,PB-11,"EMI ₹5,517/m*",Account , Civil Lines Prayagraj Uttar Pradesh
2019 Tata NEXON,56740,Petrol,Manual,HR-03,₹2.69L₹2.48 lakh+ other charges,Account , 27E/386 Chak Niratul Rajrooppur
2024 KIA SELTOS,38885,Petrol,Manual,PB-11,"EMI ₹4,431/m*",Account , Prayagraj Uttar Pradesh India
2021 Maruti Swift,48564,Petrol,Manual,PB-39,₹3.01L₹2.51 lakh,Account , Miurabad Prayagraj
2022 Mahindra XUV700,57981,Petrol,Manual,PB-11,"EMI ₹7,940/m*",Account , Samiya mae mandir Samiya mae mandir Prayagraj
2014 Maruti Wagon R 1.0,106153,Petrol,Manual,PB-11,₹4.69L₹4.50 lakh,Account , Prayagraj Uttar Pradesh India
2018 Maruti Vitara Brezza,56237,Diesel,Manual,PB-10,"EMI ₹9,898/m*",Account , 35 B 15 FRIENDS COLONY INDAL PUR ROAD MAHIWA EAST 35 B 15 FRIENDS COLONY INDAL PUR ROAD MAHIWA EAST (Near AGRICULTURAL INSTITUE) Allahabad
2013 Maruti Wagon R 1.0,99735,CNG,Manual,PB-65,₹5.94L₹5.61 lakh,Account , Rajrooppur Prayagraj Uttar Pradesh
2012 Maruti Wagon R 1.0,119555,Petrol,Manual,PB-10,"EMI ₹7,834/m*",Account , Rajrooppur Prayagraj Uttar Pradesh
2012 Maruti Wagon R 1.0,78314,Petrol,Manual,HR-26,₹5.22L₹4.44 lakh,Account , Flat C-1 Surya apartment 85-A Mohiley Nagar Allapur Allahabad
2012 Maruti Wagon R 1.0,95899,CNG,Manual,PB-10,"EMI ₹5,795/m*",Account , crossing Prayagraj Uttar Pradesh
2014 Maruti Wagon R 1.0,60349,CNG,Manual,PB-11,₹2.60 lakh,Account , Subhash chaowraha Allahabad Uttar Pradesh
2012 Maruti Alto 800,168833,Petrol,Manual,HP-83,"EMI ₹9,847/m*",Account , Rajrooppur Prayagraj Uttar Pradesh
2012 Maruti Wagon R 1.0,29149,Petrol,Manual,PB-02,₹6.13L₹5.58 lakh,Account , Bamrauli Prayagraj
2015 Hyundai Eon,34007,Petrol,Manual,PB-88,"EMI ₹7,001/m*",Account , North Malaka Prayagraj Uttar Pradesh
2013 Hyundai Eon,64100,Petrol,Manual,PB-02,₹2.67L₹2.11 lakh,Account , Lukarganj Allahabad Uttar Pradesh
2012 Maruti Wagon R 1.0,150963,CNG,Manual,PB-02,"EMI ₹8,090/m*",Account , Allahpur Allahabad Uttar Pradesh
2013 Maruti Wagon R 1.0,113287,Petrol,Manual,PB-02,₹4.70L₹4.14 lakh,Account , Kareli Prayagraj Uttar Pradesh
2013 Hyundai Eon,29460,Petrol,Manual,UP-32,"EMI ₹7,811/m*",Account , Puregoshi Nai Koat
2012 Hyundai i10,102336,CNG,Manual,PB-02,₹5.00L₹4.42 lakh,Account , Nehru road nehar k barabr waali gali k andr sidhe hath p gali number 3 Bagpat
2015 Tata Safari Storme,146527,Diesel,Manual,PB-18,"EMI ₹5,827/m*",Account , 9611 Satabdinagar Baraut
2016 Maruti Wagon R 1.0,88388,CNG,Manual,PB-02,₹2.98L₹2.62 lakh,Account , Patti Choudhran Baraut Uttar Pradesh
2016 Datsun Redi Go,74608,Petrol,Manual,DL-12,"EMI ₹6,245/m*",Account , Hawali wale Village hilwari Hilwari
2017 Maruti OMNI E,94007,Petrol,Manual,PB-02,₹3.88L₹3.54 lakh,Account , Avas Vikas Colony Baraut Uttar Pradesh
2011 Maruti Alto K10,67835,Petrol,Manual,HR-60,"EMI ₹8,138/m*",Account , Azad Nagar Baraut
2015 Mahindra XUV500,100990,Diesel,Manual,PB-02,₹5.03L₹4.61 lakh,Account , Near chikara hospital Madhuban colony gali no3 Baraut
2025 Maruti S PRESSO,21580,CNG,Manual,PB-02,"EMI ₹9,595/m*",Account , Khatri Garhi Sleepwell Showroom Baraut
2015 Maruti Swift,142000,Diesel,Manual,PB-02,₹5.64L₹4.91 lakh,Account , Avas Vikas Colony Baraut Uttar Pradesh
2015 Maruti Wagon R 1.0,75785,CNG,Manual,PB-02,"EMI ₹13,710/m*",Account , Avas vikas colony Avas vikas colony Baraut
2022 Hyundai KONA ELECTRIC,48000,Electric,Manual,HR-98,₹7.77 lakh,Account , null 4639+P2 Sadakpur Jonmana Uttar Pradesh
2012 Renault Duster,98886,Diesel,Manual,PB-02,"EMI ₹6,337/m*",Account , Naya Bazar Baraut
2019 Maruti New Wagon-R,75605,CNG,Manual,PB-08,₹4.22L₹3.59 lakh,Account , Sahara Estate Gorakhpur
2019 Mahindra XUV300,88656,Diesel,Manual,HP-38,"EMI ₹4,259/m*",Account , Rapti Nagar Phase-4 Gorakhpur
2018 Hyundai Xcent,300000,Diesel,Manual,PB-24,₹2.02L₹1.91 lakh,Account , Mughala Gorakhpur
2017 Hyundai Xcent,331846,Diesel,Manual,PB-08,"EMI ₹7,134/m*",Account , Basantpur Gorakhpur Uttar Pradesh
2021 MG HECTOR PLUS,128500,Petrol,Manual,PB-08,₹3.72L₹3.65 lakh,Account , Bilandpur Gorakhpur
2013 Volvo V40 Cross Country,112000,Diesel,Manual,HP-13,"EMI ₹9,205/m*",Account , Pach Pedia Basti
2023 Tata NEXON,9436,Petrol,Manual,HR-26,₹5.38L₹5.21 lakh,Account , Uma Nagar Deoria
2014 Tata Safari,120253,Diesel,Manual,DL-10,"EMI ₹7,533/m*",Account , Hospital Hospital Gorakhpur
2025 Tata NEXON,14155,Petrol,Manual,HR-12,₹2.58L₹2.27 lakh,Account , North Humayunpur Gorakhpur Uttar Pradesh
2022 Mahindra SCORPIO CLASSIC,103065,Diesel,Manual,PB-65,"EMI ₹5,282/m*",₹3.13 lakh, Mohaddipur Gorakhpur Uttar Pradesh
2021 Toyota Innova Crysta,179908,Diesel,Manual,CH-01,₹3.15L₹2.99 lakh,₹1.44 lakh, Gorakhpur Gaur
2014 Toyota Innova,175689,Diesel,Manual,HP-28,"EMI ₹16,780/m*",₹4.13 lakh, Kawwa Bagh Colony Gorakhpur
2019 Maruti Swift,67721,Petrol,Manual,PB-08,₹9.80 lakh,₹4.15 lakh, Lohiya enclave Near gorakhpur zoo Gorakhpur
2017 Maruti Celerio,57013,Petrol,Manual,PB-08,"EMI ₹8,230/m*",₹4.79 lakh, India Chakla no 1 gorakhpur
2023 MG GLOSTER,38812,Diesel,Manual,PB-07,₹3.70 lakh,₹6.10 lakh, Kunraghat Gorakhpur Uttar Pradesh
2015 Maruti Baleno,95458,Diesel,Manual,PB-31,Not available on EMI,₹1.34 lakh, Bilandpur Gorakhpur
2024 Tata NEXON,13850,Petrol,Manual,PB-02,₹2.00 lakh,₹3.92 lakh, Bilandpur Gorakhpur
2019 Maruti S PRESSO,135640,Petrol,Manual,PB-08,"EMI ₹6,643/m*",₹2.76 lakh, Surajkund Colony Gorakhpur Uttar Pradesh
2014 Volvo S60,138481,Diesel,Manual,CH-01,₹2.00 lakh,₹2.26 lakh, Moghalaha Gorakhpur
2021 Hyundai Verna,101913,Diesel,Manual,PB-11,"EMI ₹8,097/m*",₹7.56 lakh, Agrawal medical Store 10 no.biring Gorakhpur
2022 KIA SONET,35186,Diesel,Manual,CH-01,₹3.64 lakh,₹3.22 lakh, Bilariyaganj Azamgarh Bilariyaganj
2012 Volkswagen Polo,70089,Petrol,Manual,HR-26,"EMI ₹12,883/m*",₹4.27 lakh, Thane West Thane
2015 Tata Indigo ECS,126239,Diesel,Manual,PB-35,₹1.50L₹1.45 lakh,₹6.98 lakh, Sahzadpur sinjhauli
2021 Maruti XL6,159061,Petrol,Manual,PB-65,"EMI ₹11,850/m*",₹12.35 lakh, Alambagh Lucknow
2019 KIA SELTOS,156888,Diesel,Manual,PB-30,₹5.00L₹4.50 lakh,₹4.53 lakh, Dev Nagar Colony Near SBI Bank Naka Chungi Ayodhya Near SBI Bank Faizabad
2019 Honda Amaze,103431,Diesel,Manual,CH-01,"EMI ₹15,788/m*",₹10.55 lakh, 365 365 Akbarpur
2020 Hyundai VENUE,75807,Petrol,Manual,HR-01,₹7.10 lakh,₹7.05 lakh, Sector 66 Gurugram
2016 Renault Kwid,53265,Petrol,Manual,PB-08,"EMI ₹12,234/m*",₹3.49 lakh, Gorabarik Sultanpur
2019 Renault Kwid,52006,Petrol,Manual,PB-65,₹6.23L₹5.50 lakh,₹3.85 lakh, Vivek Nagar Sultanpur
2015 Maruti Wagon R 1.0,49284,Petrol,Manual,HR-54,"EMI ₹6,684/m*",₹5.00 lakh, Nasirpur Akbarpur Uttar Pradesh
2015 Maruti Wagon R 1.0,56546,Petrol,Manual,PB-11,₹1.42 lakh,₹4.60 lakh, Sadullah nagar Patakerpur
2018 Maruti Alto K10,99537,Petrol,Manual,HR-02,"EMI ₹11,461/m*",₹2.87 lakh, paschim taraf Jalalpur
2015 Maruti Swift Dzire,106825,Petrol,Manual,HR-03,₹1.30L₹1.29 lakh,₹1.77 lakh, Faizabad Ayodhya Uttar Pradesh
2011 Chevrolet Spark,60273,Petrol,Manual,PB-06,Not available on EMI,₹1.53 lakh, Civil Line Sultanpur Uttar Pradesh
2016 Hyundai Elite i20,99789,Petrol,Manual,HR-36,₹1.30 lakh,₹3.35 lakh, kadipur Prannathpur Khurd
2012 Hyundai i10,129648,Petrol,Manual,PB-03,"EMI ₹7,033/m*",₹4.05 lakh, Deokali Kushmaha
2013 Hyundai Verna,104143,Petrol,Manual,HR-26,₹3.98 lakh,₹2.13 lakh, Faizabad Ayodhya Uttar Pradesh
2016 Hyundai Elite i20,163865,Diesel,Manual,PB-07,"EMI ₹12,457/m*",₹4.69 lakh, Khurdabad Faizabad Uttar Pradesh
2014 Datsun Go,105000,Petrol,Manual,PB-43,₹5.60 lakh,₹2.35 lakh, Shahjahanj Pur Faizabad Uttar Pradesh
2013 Ford Figo,79247,Petrol,Manual,PB-13,"EMI ₹8,756/m*",₹2.20 lakh, Village umari Dharmupur
2017 Maruti Baleno,76539,Diesel,Manual,HR-03,₹4.96 lakh,₹2.55 lakh," Gomti Nagar, Lucknow"
2013 Hyundai i10,44890,Petrol,Manual,HR-03,"EMI ₹9,899/m*",₹3.65 lakh," Gomti Nagar, Lucknow"
2014 Hyundai Eon,169519,Petrol,Manual,PB-08,₹4.45 lakh,₹1.63 lakh," Gomti Nagar, Lucknow"
2011 Hyundai Verna,120182,Petrol,Manual,CH-01,Not available on EMI,₹2.48 lakh," Gomti Nagar, Lucknow"
2015 Renault Duster,138400,Diesel,Manual,UP-14,₹1.05 lakh,₹1.79 lakh," Gomti Nagar, Lucknow"
2013 Volkswagen Polo,123153,Diesel,Manual,DL-10,Not available on EMI,₹3.75 lakh," Gomti Nagar, Lucknow"
2013 Maruti Alto K10,69959,Petrol,Manual,HR-54,₹1.19 lakh,₹3.29 lakh," Gomti Nagar, Lucknow"
2018 Mahindra XUV500,128995,Diesel,Manual,HR-26,"EMI ₹11,113/m*",₹2.75 lakh," Gomti Nagar, Lucknow"
2020 Skoda Rapid,57605,Petrol,Manual,CH-01,₹5.00L₹4.22 lakh,₹1.79 lakh," Gomti Nagar, Lucknow"
2013 Honda City,171763,Petrol,Manual,HR-01,"EMI ₹11,768/m*",Account ," Gomti Nagar, Lucknow"
2021 Maruti Alto,60452,Petrol,Manual,UP-15,₹2.90L₹2.50 lakh,₹2.50 lakh," Gomti Nagar, Lucknow"
2020 Hyundai VENUE,75807,Petrol,Manual,UK-07,"EMI ₹9,775/m*",₹1.36 lakh," Gomti Nagar, Lucknow"
2016 Renault Kwid,53265,Petrol,Manual,CH-01,₹5.40L₹5.00 lakh,₹0.80 lakh," Gomti Nagar, Lucknow"
2019 Renault Kwid,52006,Petrol,Manual,CH-01,"EMI ₹9,129/m*",₹2.35 lakh," Gomti Nagar, Lucknow"
2015 Maruti Wagon R 1.0,49284,Petrol,Manual,CH-01,₹5.17 lakh,₹1.98 lakh," Gomti Nagar, Lucknow"
2015 Maruti Wagon R 1.0,56546,Petrol,Manual,CH-01,"EMI ₹6,451/m*",₹3.20 lakh," Gomti Nagar, Lucknow"
2016 Hyundai Elite i20,87881,Petrol,Manual,TS-07,₹2.90 lakh,₹3.78 lakh," Gomti Nagar, Lucknow"
2016 Maruti Alto K10,74169,Petrol,Manual,HR-02,"EMI ₹3,155/m*",₹3.54 lakh," Gomti Nagar, Lucknow"
2014 Hyundai Elite i20,88426,Diesel,Manual,WB-42,₹0.95 lakh,₹3.50 lakh," Gomti Nagar, Lucknow"
2015 Maruti Alto K10,47222,Petrol,Manual,WB-42,"EMI ₹5,178/m*",₹4.50 lakh," Gomti Nagar, Lucknow"
2019 Renault TRIBER,92233,Petrol,Manual,WB-42,₹1.10 lakh,₹6.77 lakh, Nawabganj Barabanki Uttar Pradesh
2015 Maruti Ertiga,94919,Diesel,Manual,WB-82,"EMI ₹5,003/m*",₹3.20 lakh, Civil Lines Jhansi Uttar Pradesh
2023 Tata NEXON,93667,Petrol,Manual,WB-42,₹1.90 lakh,₹6.01 lakh, Gahoi enclave colony Gahoi enclave colony Jhansi
